filepath,user,rating,date,susceptibility,motion,flow
P15_T2/T1.nii,mollyi,5,07-06-2023_14:44:25,,,
P04_T1/T1.nii,mollyi,2,07-06-2023_14:44:25,,,
P13_T1/T1.nii,mollyi,1,07-06-2023_14:44:25,,,
